14	-20.6007	0.53708365
15	-20.6007	0.537046318
16	-20.6007	0.537046318
17	-20.6007	0.537115092
18	-20.6007	0.537152433
19	-20.6007	0.536979527
20	-20.6007	0.537097406
21	-20.6007	0.537179952
22	-20.6007	0.537109196
23	-20.6007	0.53721337
24	-20.6007	0.537124918
25	-20.6007	0.537231064
26	-20.6007	0.537244827
28	-20.6007	0.537185849
29	-20.6007	0.537356921
30	-20.6007	0.537341186
31	-20.6007	0.537364789
32	-20.6007	0.53734512
33	-20.6007	0.53690097
34	-20.6007	0.537007027
35	-20.6007	0.537073826
36	-20.6007	0.537075791
37	-20.6007	0.537252692
38	-20.6007	0.537252692
39	-20.6007	0.53685581
40	-20.6007	0.536820472
41	-20.6007	0.537062037
42	-20.6007	0.537062037
43	-20.6007	0.536792991
44	-20.6007	0.536991312
45	-20.6007	0.536993277
46	-20.6007	0.536993277
47	-20.6007	0.536859736
48	-20.6007	0.536897042
49	-20.6007	0.537062037
50	-20.6007	0.536822435
51	-20.6007	0.536534019
52	-20.6007	0.536712526
53	-20.6007	0.536767475
54	-20.6007	0.536779251
55	-20.6007	0.536769438
56	-20.6007	0.536859736
57	-20.6007	0.536083378
58	-20.6007	0.536083378
59	-20.6007	0.535979642
60	-20.6007	0.536044227
61	-20.6007	0.535555329
62	-20.6007	0.535862253
63	-20.6007	0.535862253
64	-20.6007	0.536018783
65	-20.6007	0.535801622
66	-20.6007	0.535842693
67	-20.6007	0.535936593
68	-20.6007	0.536034441
69	-20.6007	0.536048142
70	-20.6007	0.536079462
71	-20.6007	0.536155821
72	-20.6007	0.536212615
73	-20.6007	0.53593855
74	-20.6007	0.536034441
75	-20.6007	0.536034441
77	-20.6007	0.536142114
78	-20.6007	0.536142114
79	-20.6007	0.535449844
80	-20.6007	0.535680402
81	-20.6007	0.53573905
82	-20.6007	0.53573905
83	-20.6007	0.53608142
84	-20.6007	0.536026611
85	-20.6007	0.536034441
86	-20.6007	0.535873989
87	-20.6007	0.535887683
88	-20.6007	0.535879858
89	-20.6007	0.535901377
90	-20.6007	0.535846605
91	-20.6007	0.535954203
92	-20.6007	0.53589942
93	-20.6007	0.535942463
94	-20.6007	0.535915071
95	-20.6007	0.535948333
96	-20.6007	0.536089251
97	-20.6007	0.535840737
98	-20.6007	0.535840737
99	-20.6007	0.535840737
100	-20.6007	0.535723409
101	-20.6007	0.535840737
102	-20.6007	0.535703859
103	-20.6007	0.535809445
104	-20.6007	0.535617858
105	-20.6007	0.53556119
106	-20.6007	0.535834869
107	-20.6007	0.535723409
108	-20.6007	0.535741005
109	-20.6007	0.535741005
110	-20.6007	0.535469375
111	-20.6007	0.535705814
112	-20.6007	0.535705814
