14	-49.76945238	0
15	-49.76945238	0
16	-49.76945238	0
17	-49.76945238	0
18	-49.76945238	0
19	-49.76945238	0
20	-49.76945238	0
21	-49.76945238	0
22	-49.76945238	0
23	-49.76945238	0
24	-49.76945238	0
25	-49.76945238	0
26	-49.76945238	0
28	-49.76945238	0
29	-49.76945238	0
30	-49.76945238	0
31	-49.76945238	0
32	-49.76945238	0
33	-49.76945238	0
34	-49.76945238	0
35	-49.76945238	0
36	-49.76945238	0
37	-49.76945238	0
38	-49.76945238	0
39	-49.76945238	0
40	-49.76945238	0
41	-49.76945238	0
42	-49.76945238	0
43	-49.76945238	0
44	-49.76945238	0
45	-49.76945238	0
46	-49.76945238	0
47	-49.76945238	0
48	-49.76945238	0
49	-49.76945238	0
50	-49.76945238	0
51	-49.76945238	0
52	-49.76945238	0
53	-49.76945238	0
54	-49.76945238	0
55	-49.76945238	0
56	-49.76945238	0
57	-49.76945238	0
58	-49.76945238	0
59	-49.76945238	0
60	-49.76945238	0
61	-49.76945238	0
62	-49.76945238	0
63	-49.76945238	0
64	-49.76945238	0
65	-49.76945238	0
66	-49.76945238	0
67	-49.76945238	0
68	-49.76945238	0
69	-49.76945238	0
70	-49.76945238	0
71	-49.76945238	0
72	-49.76945238	0
73	-49.76945238	0
74	-49.76945238	0
75	-49.76945238	0
77	-49.76945238	0
78	-49.76945238	0
79	-49.76945238	0
80	-49.76945238	0
81	-49.76945238	0
82	-49.76945238	0
83	-49.76945238	0
84	-49.76945238	0
85	-49.76945238	0
86	-49.76945238	0
87	-49.76945238	0
88	-49.76945238	0
89	-49.76945238	0
90	-49.76945238	0
91	-49.76945238	0
92	-49.76945238	0
93	-49.76945238	0
94	-49.76945238	0
95	-49.76945238	0
96	-49.76945238	0
97	-49.76945238	0
98	-49.76945238	0
99	-49.76945238	0
100	-49.76945238	0
101	-49.76945238	0
102	-49.76945238	0
103	-49.76945238	0
104	-49.76945238	0
105	-49.76945238	0
106	-49.76945238	0
107	-49.76945238	0
108	-49.76945238	0
109	-49.76945238	0
110	-49.76945238	0
111	-49.76945238	0
112	-49.76945238	0
